match_id,date,giornata,team,opponent,is_home,team_score,opp_score,result,n_periods,team_fga,team_fgm,team_fta,team_oreb,team_dreb,team_tov,opp_fga,opp_fgm,opp_fta,opp_oreb,opp_dreb,opp_tov,team_pace,opp_pace,game_pace
53396,20/12/2025,12,Famila Wuber Schio,People Strategy Roseto,False,91,62,W,4,68.0,36.0,17.0,9.0,33.0,12.0,75.0,26.0,9.0,15.0,26.0,18.0,78.7,80.6,79.7
53397,29/12/2025,13,Famila Wuber Schio,Alama San Martino di Lupari,True,79,51,W,4,58.0,34.0,9.0,6.0,31.0,15.0,63.0,22.0,0.0,10.0,20.0,17.0,71.0,69.3,70.2
53397,29/12/2025,13,Alama San Martino di Lupari,Famila Wuber Schio,False,51,79,L,4,63.0,22.0,0.0,10.0,20.0,17.0,58.0,34.0,9.0,6.0,31.0,15.0,69.3,71.0,70.2
53398,28/12/2025,13,Dinamo Banco di Sardegna Sassari,Autosped G Castelnuovo Scrivia,True,65,86,L,4,52.0,19.0,27.0,5.0,22.0,12.0,61.0,29.0,25.0,12.0,30.0,14.0,70.8,73.9,72.3
53398,28/12/2025,13,Autosped G Castelnuovo Scrivia,Dinamo Banco di Sardegna Sassari,False,86,65,W,4,61.0,29.0,25.0,12.0,30.0,14.0,52.0,19.0,27.0,5.0,22.0,12.0,73.9,70.8,72.3
53399,28/12/2025,13,Geas Sesto San Giovanni,People Strategy Roseto,True,72,50,W,4,65.0,28.0,14.0,11.0,35.0,13.0,62.0,21.0,9.0,8.0,26.0,14.0,72.4,71.8,72.1
53399,28/12/2025,13,People Strategy Roseto,Geas Sesto San Giovanni,False,50,72,L,4,62.0,21.0,9.0,8.0,26.0,14.0,65.0,28.0,14.0,11.0,35.0,13.0,71.8,72.4,72.1
53400,28/12/2025,13,Logiman Broni,O.ME.P.S. Battipaglia,True,80,63,W,4,65.0,31.0,8.0,11.0,30.0,18.0,60.0,24.0,12.0,7.0,23.0,18.0,74.8,76.0,75.4
53400,28/12/2025,13,O.ME.P.S. Battipaglia,Logiman Broni,False,63,80,L,4,60.0,24.0,12.0,7.0,23.0,18.0,65.0,31.0,8.0,11.0,30.0,18.0,76.0,74.8,75.4
53401,28/12/2025,13,Umana Reyer Venezia,La Molisana Magnolia Campobasso,True,50,55,L,4,55.0,18.0,17.0,13.0,27.0,21.0,62.0,21.0,20.0,15.0,24.0,14.0,69.6,69.1,69.3
53401,28/12/2025,13,La Molisana Magnolia Campobasso,Umana Reyer Venezia,False,55,50,W,4,62.0,21.0,20.0,15.0,24.0,14.0,55.0,18.0,17.0,13.0,27.0,21.0,69.1,69.6,69.3
53402,11/01/2026,14,Alama San Martino di Lupari,O.ME.P.S. Battipaglia,True,90,53,W,4,65.0,34.0,15.0,14.0,25.0,19.0,57.0,21.0,10.0,10.0,18.0,24.0,76.1,74.4,75.2
53402,11/01/2026,14,O.ME.P.S. Battipaglia,Alama San Martino di Lupari,False,53,90,L,4,57.0,21.0,10.0,10.0,18.0,24.0,65.0,34.0,15.0,14.0,25.0,19.0,74.4,76.1,75.2
53403,10/01/2026,14,Famila Wuber Schio,Logiman Broni,True,81,40,W,4,62.0,29.0,20.0,13.0,31.0,13.0,49.0,13.0,20.0,8.0,20.0,20.0,69.9,69.9,69.9
53403,10/01/2026,14,Logiman Broni,Famila Wuber Schio,False,40,81,L,4,49.0,13.0,20.0,8.0,20.0,20.0,62.0,29.0,20.0,13.0,31.0,13.0,69.9,69.9,69.9
53404,10/01/2026,14,People Strategy Roseto,Umana Reyer Venezia,True,67,85,L,4,65.0,24.0,8.0,8.0,24.0,7.0,75.0,31.0,19.0,23.0,32.0,10.0,66.7,70.3,68.5
53404,10/01/2026,14,Umana Reyer Venezia,People Strategy Roseto,False,85,67,W,4,75.0,31.0,19.0,23.0,32.0,10.0,65.0,24.0,8.0,8.0,24.0,7.0,70.3,66.7,68.5
53405,10/01/2026,14,Autosped G Castelnuovo Scrivia,La Molisana Magnolia Campobasso,True,51,61,L,4,58.0,16.0,14.0,9.0,21.0,13.0,58.0,25.0,10.0,12.0,33.0,18.0,67.5,67.6,67.5
53405,10/01/2026,14,La Molisana Magnolia Campobasso,Autosped G Castelnuovo Scrivia,False,61,51,W,4,58.0,25.0,10.0,12.0,33.0,18.0,58.0,16.0,14.0,9.0,21.0,13.0,67.6,67.5,67.5
53406,11/01/2026,14,Dinamo Banco di Sardegna Sassari,RMB Brixia Basket San Paolo,True,87,60,W,4,73.0,34.0,14.0,14.0,28.0,8.0,59.0,23.0,9.0,8.0,27.0,20.0,72.9,74.4,73.7
53406,11/01/2026,14,RMB Brixia Basket San Paolo,Dinamo Banco di Sardegna Sassari,False,60,87,L,4,59.0,23.0,9.0,8.0,27.0,20.0,73.0,34.0,14.0,14.0,28.0,8.0,74.4,72.9,73.7
53407,18/01/2026,15,O.ME.P.S. Battipaglia,Geas Sesto San Giovanni,True,50,65,L,4,54.0,17.0,12.0,11.0,32.0,20.0,69.0,27.0,11.0,14.0,30.0,10.0,68.7,70.2,69.5
53407,18/01/2026,15,Geas Sesto San Giovanni,O.ME.P.S. Battipaglia,False,65,50,W,4,69.0,27.0,11.0,14.0,30.0,10.0,54.0,17.0,12.0,11.0,32.0,20.0,70.2,68.7,69.5
53408,18/01/2026,15,Logiman Broni,Dinamo Banco di Sardegna Sassari,True,68,62,W,4,56.0,24.0,20.0,9.0,34.0,12.0,68.0,23.0,15.0,9.0,27.0,8.0,68.2,72.5,70.3
53408,18/01/2026,15,Dinamo Banco di Sardegna Sassari,Logiman Broni,False,62,68,L,4,68.0,23.0,15.0,9.0,27.0,8.0,56.0,24.0,20.0,9.0,34.0,12.0,72.5,68.2,70.3
53409,18/01/2026,15,Umana Reyer Venezia,Autosped G Castelnuovo Scrivia,True,71,62,W,4,66.0,26.0,19.0,15.0,31.0,14.0,57.0,20.0,23.0,10.0,27.0,17.0,73.1,74.5,73.8
53409,18/01/2026,15,Autosped G Castelnuovo Scrivia,Umana Reyer Venezia,False,62,71,L,4,57.0,20.0,23.0,10.0,27.0,17.0,66.0,26.0,19.0,15.0,31.0,14.0,74.5,73.1,73.8
53410,18/01/2026,15,La Molisana Magnolia Campobasso,Alama San Martino di Lupari,True,73,65,W,4,57.0,27.0,15.0,4.0,35.0,17.0,65.0,24.0,11.0,6.0,25.0,13.0,76.2,76.4,76.3
53410,18/01/2026,15,Alama San Martino di Lupari,La Molisana Magnolia Campobasso,False,65,73,L,4,65.0,24.0,11.0,6.0,25.0,13.0,57.0,27.0,15.0,4.0,35.0,17.0,76.4,76.2,76.3
53411,17/01/2026,15,RMB Brixia Basket San Paolo,Famila Wuber Schio,True,50,110,L,4,54.0,18.0,14.0,6.0,14.0,19.0,69.0,42.0,13.0,13.0,29.0,11.0,72.6,71.8,72.2
53411,17/01/2026,15,Famila Wuber Schio,RMB Brixia Basket San Paolo,False,110,50,W,4,69.0,42.0,13.0,13.0,29.0,11.0,54.0,18.0,14.0,6.0,14.0,19.0,71.8,72.6,72.2
53412,25/01/2026,16,Geas Sesto San Giovanni,RMB Brixia Basket San Paolo,True,81,43,W,4,70.0,26.0,21.0,17.0,40.0,9.0,63.0,18.0,9.0,7.0,30.0,12.0,71.2,71.8,71.5
53412,25/01/2026,16,RMB Brixia Basket San Paolo,Geas Sesto San Giovanni,False,43,81,L,4,63.0,18.0,9.0,7.0,30.0,12.0,70.0,26.0,21.0,17.0,40.0,9.0,71.8,71.2,71.5
53413,25/01/2026,16,Dinamo Banco di Sardegna Sassari,Umana Reyer Venezia,True,63,85,L,4,55.0,26.0,6.0,5.0,27.0,26.0,71.0,35.0,10.0,8.0,25.0,11.0,78.5,77.6,78.0
53413,25/01/2026,16,Umana Reyer Venezia,Dinamo Banco di Sardegna Sassari,False,85,63,W,4,71.0,35.0,10.0,8.0,25.0,11.0,55.0,26.0,6.0,5.0,27.0,26.0,77.6,78.5,78.0
53414,24/01/2026,16,Autosped G Castelnuovo Scrivia,O.ME.P.S. Battipaglia,True,73,69,W,4,65.0,26.0,19.0,10.0,30.0,13.0,70.0,28.0,7.0,12.0,30.0,17.0,75.9,77.2,76.6
53414,24/01/2026,16,O.ME.P.S. Battipaglia,Autosped G Castelnuovo Scrivia,False,69,73,L,4,70.0,28.0,7.0,12.0,30.0,17.0,65.0,26.0,19.0,10.0,30.0,13.0,77.2,75.9,76.6
53415,25/01/2026,16,Famila Wuber Schio,La Molisana Magnolia Campobasso,True,67,47,W,4,65.0,29.0,6.0,17.0,24.0,17.0,45.0,18.0,7.0,4.0,21.0,23.0,67.4,67.0,67.2
53415,25/01/2026,16,La Molisana Magnolia Campobasso,Famila Wuber Schio,False,47,67,L,4,45.0,18.0,7.0,4.0,21.0,23.0,65.0,29.0,6.0,17.0,24.0,17.0,67.0,67.4,67.2
53416,25/01/2026,16,People Strategy Roseto,Logiman Broni,True,73,67,W,4,61.0,28.0,11.0,11.0,24.0,16.0,61.0,26.0,14.0,11.0,23.0,14.0,70.4,69.4,69.9
53416,25/01/2026,16,Logiman Broni,People Strategy Roseto,False,67,73,L,4,61.0,26.0,14.0,11.0,23.0,14.0,61.0,28.0,11.0,11.0,24.0,16.0,69.4,70.4,69.9
53417,01/02/2026,17,Umana Reyer Venezia,Famila Wuber Schio,True,69,80,L,4,66.0,25.0,20.0,13.0,17.0,6.0,57.0,29.0,19.0,13.0,31.0,14.0,67.8,66.4,67.1
53417,01/02/2026,17,Famila Wuber Schio,Umana Reyer Venezia,False,80,69,W,4,57.0,29.0,19.0,13.0,31.0,14.0,66.0,25.0,20.0,13.0,17.0,6.0,66.4,67.8,67.1
53418,01/02/2026,17,Logiman Broni,Geas Sesto San Giovanni,True,51,63,L,4,70.0,19.0,11.0,17.0,21.0,9.0,52.0,24.0,12.0,8.0,37.0,14.0,66.7,63.0,64.8
53418,01/02/2026,17,Geas Sesto San Giovanni,Logiman Broni,False,63,51,W,4,52.0,24.0,12.0,8.0,37.0,14.0,70.0,19.0,11.0,17.0,21.0,9.0,63.0,66.7,64.8
53419,01/02/2026,17,O.ME.P.S. Battipaglia,People Strategy Roseto,True,74,78,L,4,66.0,24.0,20.0,13.0,19.0,13.0,58.0,31.0,10.0,10.0,32.0,20.0,74.8,72.4,73.6
53419,01/02/2026,17,People Strategy Roseto,O.ME.P.S. Battipaglia,False,78,74,W,4,58.0,31.0,10.0,10.0,32.0,20.0,66.0,24.0,20.0,13.0,19.0,13.0,72.4,74.8,73.6
53420,01/02/2026,17,RMB Brixia Basket San Paolo,Alama San Martino di Lupari,True,78,73,W,4,59.0,32.0,12.0,6.0,40.0,26.0,79.0,27.0,13.0,13.0,20.0,10.0,83.6,81.1,82.3
53420,01/02/2026,17,Alama San Martino di Lupari,RMB Brixia Basket San Paolo,False,73,78,L,4,79.0,27.0,13.0,13.0,20.0,10.0,59.0,32.0,12.0,6.0,40.0,26.0,81.1,83.6,82.3
53421,01/02/2026,17,La Molisana Magnolia Campobasso,Dinamo Banco di Sardegna Sassari,True,76,53,W,4,63.0,29.0,11.0,12.0,38.0,16.0,59.0,20.0,19.0,7.0,23.0,13.0,71.4,73.9,72.7
53421,01/02/2026,17,Dinamo Banco di Sardegna Sassari,La Molisana Magnolia Campobasso,False,53,76,L,4,59.0,20.0,19.0,7.0,23.0,13.0,63.0,29.0,11.0,12.0,38.0,16.0,73.9,71.4,72.7
53422,08/02/2026,18,Logiman Broni,RMB Brixia Basket San Paolo,True,70,64,W,4,76.0,26.0,15.0,23.0,31.0,13.0,55.0,22.0,14.0,5.0,28.0,18.0,71.5,74.3,72.9
53422,08/02/2026,18,RMB Brixia Basket San Paolo,Logiman Broni,False,64,70,L,4,55.0,22.0,14.0,5.0,28.0,18.0,76.0,26.0,15.0,23.0,31.0,13.0,74.3,71.5,72.9
53423,07/02/2026,18,Autosped G Castelnuovo Scrivia,Alama San Martino di Lupari,True,72,70,W,4,67.0,24.0,20.0,19.0,34.0,18.0,64.0,26.0,14.0,7.0,24.0,12.0,73.5,75.2,74.3
53423,07/02/2026,18,Alama San Martino di Lupari,Autosped G Castelnuovo Scrivia,False,70,72,L,4,64.0,26.0,14.0,7.0,24.0,12.0,67.0,24.0,20.0,19.0,34.0,18.0,75.2,73.5,74.3
53424,08/02/2026,18,Dinamo Banco di Sardegna Sassari,Famila Wuber Schio,True,73,89,L,4,68.0,29.0,8.0,8.0,23.0,11.0,63.0,34.0,15.0,4.0,30.0,11.0,73.7,76.0,74.8
53424,08/02/2026,18,Famila Wuber Schio,Dinamo Banco di Sardegna Sassari,False,89,73,W,4,63.0,34.0,15.0,4.0,30.0,11.0,68.0,29.0,8.0,8.0,23.0,11.0,76.0,73.7,74.8
53425,08/02/2026,18,Geas Sesto San Giovanni,Umana Reyer Venezia,True,62,68,L,4,66.0,25.0,5.0,4.0,24.0,9.0,58.0,28.0,6.0,5.0,37.0,17.0,72.9,72.1,72.5
53425,08/02/2026,18,Umana Reyer Venezia,Geas Sesto San Giovanni,False,68,62,W,4,58.0,28.0,6.0,5.0,37.0,17.0,66.0,25.0,5.0,4.0,24.0,9.0,72.1,72.9,72.5
53426,08/02/2026,18,People Strategy Roseto,La Molisana Magnolia Campobasso,True,81,84,L,4,69.0,29.0,16.0,14.0,21.0,12.0,57.0,29.0,27.0,7.0,27.0,12.0,73.4,73.4,73.4
53426,08/02/2026,18,La Molisana Magnolia Campobasso,People Strategy Roseto,False,84,81,W,4,57.0,29.0,27.0,7.0,27.0,12.0,69.0,29.0,16.0,14.0,21.0,12.0,73.4,73.4,73.4
53427,15/02/2026,19,O.ME.P.S. Battipaglia,Dinamo Banco di Sardegna Sassari,True,60,71,L,4,67.0,25.0,13.0,13.0,23.0,11.0,57.0,27.0,9.0,8.0,31.0,17.0,70.4,69.7,70.1
53427,15/02/2026,19,Dinamo Banco di Sardegna Sassari,O.ME.P.S. Battipaglia,False,71,60,W,4,57.0,27.0,9.0,8.0,31.0,17.0,67.0,25.0,13.0,13.0,23.0,11.0,69.7,70.4,70.1
53428,15/02/2026,19,La Molisana Magnolia Campobasso,Logiman Broni,True,59,45,W,4,57.0,25.0,11.0,11.0,23.0,17.0,58.0,19.0,6.0,15.0,22.0,22.0,67.4,66.2,66.8
53428,15/02/2026,19,Logiman Broni,La Molisana Magnolia Campobasso,False,45,59,L,4,58.0,19.0,6.0,15.0,22.0,22.0,57.0,25.0,11.0,11.0,23.0,17.0,66.2,67.4,66.8
53429,15/02/2026,19,RMB Brixia Basket San Paolo,Umana Reyer Venezia,True,64,71,L,4,59.0,25.0,9.0,8.0,26.0,18.0,61.0,23.0,26.0,16.0,28.0,13.0,72.9,70.0,71.5
53429,15/02/2026,19,Umana Reyer Venezia,RMB Brixia Basket San Paolo,False,71,64,W,4,61.0,23.0,26.0,16.0,28.0,13.0,59.0,25.0,9.0,8.0,26.0,18.0,70.0,72.9,71.5
53430,15/02/2026,19,People Strategy Roseto,Autosped G Castelnuovo Scrivia,True,73,85,L,4,64.0,29.0,19.0,11.0,26.0,21.0,68.0,35.0,9.0,8.0,25.0,17.0,81.9,80.7,81.3
53430,15/02/2026,19,Autosped G Castelnuovo Scrivia,People Strategy Roseto,False,85,73,W,4,68.0,35.0,9.0,8.0,25.0,17.0,64.0,29.0,19.0,11.0,26.0,21.0,80.7,81.9,81.3
53431,15/02/2026,19,Alama San Martino di Lupari,Geas Sesto San Giovanni,True,75,69,W,4,64.0,29.0,8.0,11.0,24.0,11.0,63.0,28.0,12.0,14.0,25.0,14.0,67.1,68.5,67.8
53431,15/02/2026,19,Geas Sesto San Giovanni,Alama San Martino di Lupari,False,69,75,L,4,63.0,28.0,12.0,14.0,25.0,14.0,64.0,29.0,8.0,11.0,24.0,11.0,68.5,67.1,67.8
53432,22/02/2026,20,Geas Sesto San Giovanni,Dinamo Banco di Sardegna Sassari,True,59,57,W,4,66.0,24.0,14.0,9.0,29.0,10.0,57.0,19.0,17.0,9.0,31.0,14.0,72.0,68.9,70.5
53432,22/02/2026,20,Dinamo Banco di Sardegna Sassari,Geas Sesto San Giovanni,False,57,59,L,4,57.0,19.0,17.0,9.0,31.0,14.0,66.0,24.0,14.0,9.0,29.0,10.0,68.9,72.0,70.5
53433,22/02/2026,20,Umana Reyer Venezia,Logiman Broni,True,72,57,W,4,60.0,27.0,18.0,7.0,26.0,17.0,63.0,24.0,10.0,15.0,25.0,26.0,77.2,78.1,77.7
53433,22/02/2026,20,Logiman Broni,Umana Reyer Venezia,False,57,72,L,4,63.0,24.0,10.0,15.0,25.0,26.0,60.0,27.0,18.0,7.0,26.0,17.0,78.1,77.2,77.7
53434,21/02/2026,20,Autosped G Castelnuovo Scrivia,Famila Wuber Schio,True,57,65,L,4,66.0,22.0,13.0,15.0,19.0,14.0,56.0,25.0,21.0,13.0,33.0,21.0,71.0,72.8,71.9
53434,21/02/2026,20,Famila Wuber Schio,Autosped G Castelnuovo Scrivia,False,65,57,W,4,56.0,25.0,21.0,13.0,33.0,21.0,66.0,22.0,13.0,15.0,19.0,14.0,72.8,71.0,71.9
53435,22/02/2026,20,O.ME.P.S. Battipaglia,RMB Brixia Basket San Paolo,True,85,66,W,4,71.0,32.0,14.0,16.0,33.0,12.0,61.0,22.0,19.0,8.0,18.0,12.0,69.5,73.2,71.3
53435,22/02/2026,20,RMB Brixia Basket San Paolo,O.ME.P.S. Battipaglia,False,66,85,L,4,61.0,22.0,19.0,8.0,18.0,12.0,71.0,32.0,14.0,16.0,33.0,12.0,73.2,69.5,71.3
53436,22/02/2026,20,Alama San Martino di Lupari,People Strategy Roseto,True,75,63,W,4,72.0,31.0,8.0,13.0,30.0,11.0,62.0,26.0,13.0,9.0,29.0,19.0,72.9,77.8,75.3
53436,22/02/2026,20,People Strategy Roseto,Alama San Martino di Lupari,False,63,75,L,4,62.0,26.0,13.0,9.0,29.0,19.0,72.0,31.0,8.0,13.0,30.0,11.0,77.8,72.9,75.3
53437,28/02/2026,21,La Molisana Magnolia Campobasso,O.ME.P.S. Battipaglia,True,63,57,W,5,60.0,24.0,12.0,7.0,25.0,16.0,65.0,24.0,9.0,19.0,30.0,25.0,65.8,66.7,66.2
53437,28/02/2026,21,O.ME.P.S. Battipaglia,La Molisana Magnolia Campobasso,False,57,63,L,5,65.0,24.0,9.0,19.0,30.0,25.0,60.0,24.0,12.0,7.0,25.0,16.0,66.7,65.8,66.2
53438,28/02/2026,21,Famila Wuber Schio,Geas Sesto San Giovanni,True,79,54,W,4,60.0,32.0,9.0,6.0,34.0,10.0,59.0,22.0,11.0,6.0,22.0,10.0,67.5,67.9,67.7
53438,28/02/2026,21,Geas Sesto San Giovanni,Famila Wuber Schio,False,54,79,L,4,59.0,22.0,11.0,6.0,22.0,10.0,60.0,32.0,9.0,6.0,34.0,10.0,67.9,67.5,67.7
53439,01/03/2026,21,Logiman Broni,Alama San Martino di Lupari,True,59,74,L,4,57.0,23.0,11.0,8.0,21.0,17.0,58.0,27.0,17.0,12.0,24.0,14.0,69.7,67.4,68.6
53439,01/03/2026,21,Alama San Martino di Lupari,Logiman Broni,False,74,59,W,4,58.0,27.0,17.0,12.0,24.0,14.0,57.0,23.0,11.0,8.0,21.0,17.0,67.4,69.7,68.6
53440,28/02/2026,21,Dinamo Banco di Sardegna Sassari,People Strategy Roseto,True,75,88,L,4,63.0,26.0,25.0,9.0,30.0,18.0,69.0,33.0,10.0,5.0,31.0,14.0,83.1,81.9,82.5
53440,28/02/2026,21,People Strategy Roseto,Dinamo Banco di Sardegna Sassari,False,88,75,W,4,69.0,33.0,10.0,5.0,31.0,14.0,63.0,26.0,25.0,9.0,30.0,18.0,81.9,83.1,82.5
53441,01/03/2026,21,RMB Brixia Basket San Paolo,Autosped G Castelnuovo Scrivia,True,55,93,L,4,60.0,20.0,17.0,11.0,22.0,17.0,71.0,33.0,23.0,15.0,32.0,10.0,73.5,74.6,74.0
53441,01/03/2026,21,Autosped G Castelnuovo Scrivia,RMB Brixia Basket San Paolo,False,93,55,W,4,71.0,33.0,23.0,15.0,32.0,10.0,60.0,20.0,17.0,11.0,22.0,17.0,74.6,73.5,74.0
53442,04/03/2026,22,People Strategy Roseto,RMB Brixia Basket San Paolo,True,76,65,W,4,67.0,29.0,15.0,9.0,39.0,18.0,65.0,21.0,24.0,6.0,30.0,12.0,82.2,81.3,81.8
53442,04/03/2026,22,RMB Brixia Basket San Paolo,People Strategy Roseto,False,65,76,L,4,65.0,21.0,24.0,6.0,30.0,12.0,67.0,29.0,15.0,9.0,39.0,18.0,81.3,82.2,81.8
53443,10/02/2026,22,O.ME.P.S. Battipaglia,Famila Wuber Schio,True,73,88,L,4,63.0,29.0,9.0,8.0,20.0,11.0,68.0,32.0,20.0,19.0,25.0,8.0,69.1,66.0,67.5
53443,10/02/2026,22,Famila Wuber Schio,O.ME.P.S. Battipaglia,False,88,73,W,4,68.0,32.0,20.0,19.0,25.0,8.0,63.0,29.0,9.0,8.0,20.0,11.0,66.0,69.1,67.5
53444,04/03/2026,22,Autosped G Castelnuovo Scrivia,Logiman Broni,True,76,51,W,4,60.0,30.0,13.0,6.0,24.0,9.0,54.0,17.0,12.0,14.0,25.0,23.0,68.5,67.7,68.1
53444,04/03/2026,22,Logiman Broni,Autosped G Castelnuovo Scrivia,False,51,76,L,4,54.0,17.0,12.0,14.0,25.0,23.0,60.0,30.0,13.0,6.0,24.0,9.0,67.7,68.5,68.1
53445,04/03/2026,22,Geas Sesto San Giovanni,La Molisana Magnolia Campobasso,True,71,50,W,4,63.0,27.0,12.0,14.0,21.0,7.0,52.0,21.0,8.0,8.0,22.0,19.0,60.3,65.4,62.9
53445,04/03/2026,22,La Molisana Magnolia Campobasso,Geas Sesto San Giovanni,False,50,71,L,4,52.0,21.0,8.0,8.0,22.0,19.0,63.0,27.0,12.0,14.0,21.0,7.0,65.4,60.3,62.9
53446,12/02/2026,22,Alama San Martino di Lupari,Umana Reyer Venezia,True,81,77,W,4,64.0,30.0,18.0,16.0,23.0,19.0,62.0,30.0,21.0,11.0,21.0,17.0,75.2,77.2,76.2
53446,12/02/2026,22,Umana Reyer Venezia,Alama San Martino di Lupari,False,77,81,L,4,62.0,30.0,21.0,11.0,21.0,17.0,64.0,30.0,18.0,16.0,23.0,19.0,77.2,75.2,76.2
